1317432669010071552	1602935399000	kyle00463	de	RT @MirDriM_Art: Frankenstein's Monster https://t.co/7TAy04EfcK	true	1317432323348992000
1325876767324827650	1604948629000	Hartes_Geld	de	Polizisten staunen nicht schlecht: Bei der #Razzia gegen Terror-Finanzierung im Islam-Zentrum prangert das Logo der #Grünen auf der Sponsorentafel!  https://t.co/BULOtMXW4O #Luxor	false		
1323429022165049344	1604365041000	melfromthebl0ck	de	Wien... ich hoffe ihr seid in sicherheit und könnt bald wieder aufatmen 	false		
1327632666859085826	1605367268000	tiendasnauticas	de	Bester Preis für Segelboote Stopper und Cam Cleats https://t.co/ikocTjSG81 https://t.co/P7Q5rT1hVb	false		
1318569392486055936	1603206415000	renioo_	de	RT @svt13_hd__: zdaeganz Instagram  #SEVENTEEN # https://t.co/5FMcx5RqVK	true	1318561199605178368
1318561199605178368	1603204462000	svt13_hd__	de	zdaeganz Instagram  #SEVENTEEN # https://t.co/5FMcx5RqVK	false		
1319265139447746560	1603372294000	gerasimou2	de	RT @Kaeri91622010: Gerade im #MDR - Frühstücksradio "Der tatverdächtige Syrier hielt sich legal in auf ,er wurde geduldet u deshalb war e	true	1319139064742924288
1319139064742924288	1603342236000	Kaeri91622010	de	Gerade im #MDR - Frühstücksradio "Der tatverdächtige Syrier hielt sich legal in auf ,er wurde geduldet u deshalb war es nicht möglich, ihn abzuschieben."  Solche Monster werden auf die schutzlose einheimische Bevölkerung losgelassen u auch noch voll von uns alimentiert #Dresden	false		
1320303665874436097	1603619898000	Glinggel	de	@MoritzMichelson @KatJA_Opatija Und wer bestimmt, welche Bücher heilig sind? Nur weil heilig draufsteht, muss ja nicht unbedingt heilig drin sein.	false		
1327709795944701953	1605385657000	mrdioniss	de	Wär fast Profi-Fußballer geworden, aber Verletzung am Fuß https://t.co/wvhQHv9jys	false		
1316436739913928705	1602697951000	Loopinglui4	de	RT @kaffeecup: Bayerns Ministerpräsident Markus Söder (CSU): "Wir müssen jetzt Corona ausbremsen". Wenn sich eine Partei mit dem Ausbremsen	true	1316044105810669571
1316044105810669571	1602604340000	kaffeecup	de	Bayerns Ministerpräsident Markus Söder (CSU): "Wir müssen jetzt Corona ausbremsen". Wenn sich eine Partei mit dem Ausbremsen auskennt, dann ja wohl die CSU  Stichwort Verkehrswende oder Digitalausbau.	false		
1323670177863602179	1604422537000	Neo081001	de	@Antiblockwart @trinitycare1 @therealrudi1 So wie das hier? https://t.co/WD1V6vSBvF	false		
1316366887979225088	1602681297000	SafWuffclickpic	de	@Steirerin Auch gut !! 	false		
1315723280402264064	1602527849000	hart_neck	de	@norstabu @gruenewien @BirgitHebein Als Parteichefin darf sie eh bleiben, wenn sie will.	false		
1318233458083307521	1603126322000	fewostay	de	Reiseziel FORBACH  Miete bei uns Unterkünfte in Forbach für erholsame Urlaubstage günstig von privat direkt beim Vermieter https://t.co/m5pU6baOWB	false		
1315905099269574657	1602571198000	Netmon24	de	Es wird in den Medien immer mehr über #Digitalisierung gesprochen. Es werden #Tablets bzw. #iPads in der Schule genutzt. Zwingend erforderlich ist hierfür ein gut funktionierendes #WLAN, welches es in verschiedenen Betrieben schon seit Jahren gibt. https://t.co/SFR3S3x9EI	false		
1320355734002032641	1603632312000	mannerfeindlich	de	RT @shamp00oo: diese scheisse geht mir so hart auf den sack https://t.co/W7Bx19wrJS	true	1320351564129882112
1320351564129882112	1603631318000	shamp00oo	de	diese scheisse geht mir so hart auf den sack https://t.co/W7Bx19wrJS	false		
1322298153895448577	1604095421000	MrPinnngg	de	@tiredanxiety666 Aber warum sollten die dich ablehnen?	false		
1321476728842264576	1603899578000	Internetrambo3	de	Ich lebe in einem Lk mit einem Inzidenzwert von ü200, fahre jeden Tag in einem überfüllten Bus mit schlechter Lüftung zur Schule, die 1500 Leute besuchen, ich friere im Unterricht+kein Anstand. Man könnte bei uns Homeschooling leicht umsetzen. Also ab in die Schule#lockdown	false		
1316831763629473799	1602792132000	philbrokes	de	Rudi Anschobi so froh dass nicht die Reiterer die #zib2 moderiert.	false		
1319341257680916480	1603390442000	torhamster04	de	Überragende Grätschen-Vorlage von Palacios am gegnerischen Strafraum. #B04OGCN	false		
1328117780093218816	1605482928000	kantchureed	de	@Jkrump1969 @dukewindsor388 Ausgezeichnet.	false		
1324732326614585346	1604675773000	BUAG722164861	de	@srfnews #Belarus Sterblichkeitsdaten:  - keine Lockdowns  - MASSIVE Proteste auf den Strassen ohne Abstand regeln und ohne Massnahmen  *** Aber die Sterblichkeit ist nicht höher als bei Grippe Wellen auch schon war ***   #LockdownsCostLives https://t.co/XLVuedrSzL	false		
1319252342613692418	1603369243000	VonDoggendorf	de	RT @Pietbull47: Nach dem islamistischen Mord auf offener Strasse in #Paris haben die Franzosen jetzt genug, berichtet die #JungeFreiheit. D	true	1319231757653336065
1319231757653336065	1603364335000	Pietbull47	de	Nach dem islamistischen Mord auf offener Strasse in #Paris haben die Franzosen jetzt genug, berichtet die #JungeFreiheit. Die Familie des Attentäters wurde verhaftet und eine involvierte Moschee geschlossen. In Deutschland würde man stattdessen von einem Einzeltäter faseln.	false		
1328413650474967048	1605553469000	drecksschwein	de	@stereodreieck Findest du? Finde standard abdi flow eig	false		
1326087065868640256	1604998768000	MatzeHallas	de	Hi, neuer Tag, neuer Stream! Freu mich auf euch und Danke für euren Support! Gruß Matze #StarCitizen #Watchdogs:Legion #Satisfactory #GtaRP #Talk #Serien #Filme #Twitch https://t.co/tMkrlzJPa4	false		
1321889825818116097	1603998068000	RonjaLowenherz	de	Als ich einmal wütend mit dir wurde war ich wohl zu streng mit dir..... Vielleicht habe ich deine Seele zu sehr verletzt... Ich wünschte ich hätte das nicht getan und es tut mir wirklich sehr leid....ich weiß das meine Worte dich nicht finden werden... https://t.co/ya6qjHnrUQ	false		
1323388043789815810	1604355271000	abdallllllla	de	@3antrAI @Kumindaa barz	false		
1319279299401113602	1603375670000	ScotInDortmund	de	@Whistlemaker1 Im #FreilichtmuseumHagen haben sie ihre Reserven mobilisiert. Zu Tausenden!	false		
1324799372589228032	1604691758000	RafaPetunia	de	@FU_Berlin @mvbz_fuberlin @afg_berlin @vesin9 @AGComic @FSGS_FU danke!	false		
1328362295425196033	1605541225000	Schmidtlepp	de	@_wop_ Sicher.	false		
1323510588790767616	1604384488000	HVVStoerungen	de	S1 S11  Aufgrund eines vorangegangenen Polizeieinsatzes in Ohlsdorf kommt es zu Verspätungen bis 25 min. Vereinzelt Ausfälle auf der S11.  #hvv	false		
1319308621814136833	1603382661000	Dorian_Maxima	de	@KathaZachi Ginkgo gibts in Weimar 	false		
1321482730891366401	1603901009000	NFLdeutsch	de	RT @gohawks_ger: Dringend benötigte Hilfe für den nicht existenten Pass Rush!   #Seahawks | #ranNFL | #FBei https://t.co/6SLYQiX4UQ	true	1321482551551266816
1321482551551266816	1603900966000	gohawks_ger	de	Dringend benötigte Hilfe für den nicht existenten Pass Rush!   #Seahawks | #ranNFL | #FBei https://t.co/6SLYQiX4UQ	false		
1325467277744074752	1604850999000	rudolf_toto	de	@rainbow_agent Genau. Das find die kleinen Augenzwinkerer unserer Weißhut-Freunde 	false		
1322304608966971393	1604096960000	polis2_0	de	Der Staat hat schon mal gebaut. Und das Angebot auf dem Wohnungsmarkt erheblich erweitert. Ratet wer das gestoppt hat? Tipp: Private Investoren. #aspekte	false		
1317885410559885318	1603043341000	ThatWeirdLeo	de	RT @flyingtomoon: Jede einzelne Paywall, auf die ich bei der Recherche stoße, macht mich wütend und lässt mich überlegen, wie viel leichter	true	1317829001952612353
1317829001952612353	1603029892000	flyingtomoon	de	Jede einzelne Paywall, auf die ich bei der Recherche stoße, macht mich wütend und lässt mich überlegen, wie viel leichter Wissenschaft und Verknüpfen von Forschung wäre, wenn es sowas nicht gäbe.  Zwar kann ich die meisten über die Uni umgehen, aber halt auch nicht alle.	false		
1327341657688305669	1605297886000	Carbolin2	de	@HappyHippoHH Danke 	false		
1320778842785669129	1603733189000	kontexterin	de	@RegineGuenther Schade, dass Regine Günther hier mal gerade knapp 8.000 Follower hat. Sie hat viel zur #Verkehrswende zu sagen und noch mehr zu tun. Sie bohrt allerdings ein extradickes Brett in Berlin, wo die Bedingungen zum #Radfahren lebensgefährlich sind.	false		
1323582172956184578	1604401555000	VeraGerdts	de	@BollCornelia Herzlichen Glückwuuuuunsch liebe Conny ! https://t.co/DZfhGlgUmO	false		
1321934105123180546	1604008625000	Wowzabowser1	de	@localdeadboi369 Ist wieder weg c:	false		
1325367839163895812	1604827291000	RalfArnoWess	de	RT @jakob4ob: Kamala Harris ist keine feministische Ikone ist, seht ihr hier in meinem recycleten Instagram-Story.  Darüber hinaus stimmte	true	1325180784848719874
1325180784848719874	1604782694000	jakob4ob	de	Kamala Harris ist keine feministische Ikone ist, seht ihr hier in meinem recycleten Instagram-Story.  Darüber hinaus stimmte sie sogar dafür, Abtreibungen nichtmehr zu unterstützen.  #bidenharris2020 https://t.co/pzl4p5H5UB	false		
1327374650058432513	1605305752000	f2a425	de	@EraserGFX @DC_Haptic @scump Ich habe lieber weniger Maps am Anfang statt nur Scheiß Maps wie bei MW	false		
1325696341251678208	1604905612000	KWT62	de	RT @MrAndyNgo: Far-left protesters harass police at BLM demonstration in Ann Arbor, Mich. https://t.co/f0lJXTe4ce	true	1325648959864336385
1325648959864336385	1604894316000	MrAndyNgo	de	Far-left protesters harass police at BLM demonstration in Ann Arbor, Mich. https://t.co/f0lJXTe4ce	false		
1323976030684663810	1604495458000	orkazuechter	de	RT @perpIeHaze: Factime heisst für mich sie hockt uf mim Gsicht	true	1323970089230737410
1323970089230737410	1604494042000	perpIeHaze	de	Factime heisst für mich sie hockt uf mim Gsicht	false		
1319928867079979008	1603530539000	unparteiischer	de	RT @TichysEinblick: Warum nur kam außerhalb Frankreichs nach dem Tod von Paty keine Demonstrationswelle zustande, wie sie nach dem Tod Geor	true	1319189548899905537
1319189548899905537	1603354272000	TichysEinblick	de	Warum nur kam außerhalb Frankreichs nach dem Tod von Paty keine Demonstrationswelle zustande, wie sie nach dem Tod George Floyds durch die gesamte westliche Welt rollte? Die öffentlichen Reaktionen in Deutschland dürften die Antwort bieten. https://t.co/9vtqf1gsO5	false		
1321363637815156737	1603872615000	steinimmobilien	de	RT @larsweisbrod: Dann lasst halt die Restaurants diesmal auf und macht dafür alle Büros zu	true	1321362500387000321
1321362500387000321	1603872344000	larsweisbrod	de	Dann lasst halt die Restaurants diesmal auf und macht dafür alle Büros zu	false		
1326120913876758529	1605006838000	korbstudio	de	@BarbarRossaWTF @RundaRudi @RR120_80 @rabensteiner3 oder wird gegrillt. strom habe ich :)	false		
1318282997037211648	1603138133000	CarolaJojo	de	RT @SZ: Finnland war einmal eines der ärmsten Länder der Welt. Nun ist es schon zum dritten Mal das glücklichste Land überhaupt. Wie schaff	true	1318278243246575625
1318278243246575625	1603137000000	SZ	de	Finnland war einmal eines der ärmsten Länder der Welt. Nun ist es schon zum dritten Mal das glücklichste Land überhaupt. Wie schaffen die das bloß? Eine Reise in den Norden: https://t.co/GrSRkMH2mT #SZPlus https://t.co/Ma7gGhY9kI	false		
1326913104651952128	1605195711000	VDemokratie	de	RT @me__myself__and: Ja, ihr , das haben Wodarg, Bakhdi und viele andere Fachärzte bereits vor Monaten gesagt!!  Stichwort "Kreuzimmunitä	true	1326910133834805254
1326910133834805254	1605195003000	me__myself__and	de	Ja, ihr , das haben Wodarg, Bakhdi und viele andere Fachärzte bereits vor Monaten gesagt!!  Stichwort "Kreuzimmunität", schonmal gehört?  https://t.co/1qnfqPCbYZ	false		
1326464427378544640	1605088738000	maide_akkaya	de	@leo71988 COUPON VOGACLOSET NSR	false		
1316428347103117313	1602695950000	f_f_ivanovsky	de	@henning_storch @GregorGysi @superillu Bruddi, in der Bundesrepublik dürfte bis 1977 eine Frau nicht mal arbeiten gehen oder Bankkonto eröffnen ohne die Einwilligung ihres Mannes. Das größte Opfer hier bist du	false		
1317429183551803394	1602934568000	ManfredCC	de	@Pitter_Koeln Tja...das ist mir wiederum egal...:-)...kannst alles haben von mir	false		
1325801777678200833	1604930750000	funkeltraenchen	de	@NightshadeCeres Keine Adresse bekommen zum hinschicken	false		
1323172733409087489	1604303937000	CJ44988635	de	RT @Fvckboy15: Wer hätte Bock sich jetzt drauf zu setzten?  https://t.co/vzRmM00TK8 https://t.co/nPyFOefdjc	true	1255431483159912455
1255431483159912455	1588153165000	Fvckboy15	de	Wer hätte Bock sich jetzt drauf zu setzten?  https://t.co/vzRmM00TK8 https://t.co/nPyFOefdjc	false		
1316265570355027969	1602657141000	mrsbuyman	de	Ich habe geträumt @Pufpaff arbeitet in unserem @lidl an der Kasse .	false		
1323944284018663425	1604487889000	robstar0602	de	@HandIOfIBlood @AnniTheDuck @Shurjoka @veylt 3 (Quäl-)Geister für Hänno Ansonsten klingt 4 Girls 1 Asylum super	false		
1324967534802718720	1604731851000	mariajulienne	de	RT @Betriebsfamilie: "Breaking news aus Deutschland: Wir schalten rüber zu Christian Hanne an die 'Magic Wall'."  "Wie Sie sehen können, is	true	1324720965977362434
1324720965977362434	1604673065000	Betriebsfamilie	de	"Breaking news aus Deutschland: Wir schalten rüber zu Christian Hanne an die 'Magic Wall'."  "Wie Sie sehen können, ist ganz Deutschland blau eingefärbt: Die Familien-Tweets wurden veröffentlicht."  "Toll!"  https://t.co/rZZ0TPYu63	false		
1319958868957462528	1603537692000	Schuerfi	de	@RikeBJ @mdrjump Echt. Und sooo toll waren die 90er auch nicht! Lach!!!	false		
1318701022324400128	1603237798000	Efluxi	de	@JannikFNA Köln is cooler	false		
1318045712685453312	1603081560000	Herzensliebende	de	Lieb den so  https://t.co/QK49QcOYno	false		
1322262435227643904	1604086905000	eg_goe	de	RT @eg_goe: Die staatliche Einhegung von Klimaaktivistinnen in die Partei Bündnis90/Grünen ist ein Fehler und schadet der Klimabewegung.	true	1322174781509279744
1322174781509279744	1604066007000	eg_goe	de	Die staatliche Einhegung von Klimaaktivistinnen in die Partei Bündnis90/Grünen ist ein Fehler und schadet der Klimabewegung.	false		
1322661170906566656	1604181971000	gen14381800	de	@Bettina52850076 @rudi_anschober Der PCR Test gibt keine Auskunft über eine Infektion!!! Bitte deutlich sagen: Die Basis jeglicher Argumentation(pro Maßnahmen) steht auf sehr wackeligen Füßen.	false		
1322165030914297861	1604063682000	hacereltonto	de	@acu2020org Was die Politik wirklich vorhat: Warnung eines Beraters des Deutschen Bundestages an die Bevölkerung https://t.co/jxs8ZYzlfS	false		
1323414354667229185	1604361544000	Psch27389151	de	RT @NorbertBolz: Schuldenunion - wg. Corona...	true	1323316269567848451
1323316269567848451	1604338159000	NorbertBolz	de	Schuldenunion - wg. Corona...	false		
1323905092441894912	1604478545000	adhisatyaaam	de	RT @Rio188909H: Test run "Prameks New Images" a.k.a. KRL Kreditanstalt Für Wiederaufbau ( KFW ) lintas Klaten - Brambanan VV #fotosepur #kr	true	1323864264738627585
1323864264738627585	1604468811000	Rio188909H	de	Test run "Prameks New Images" a.k.a. KRL Kreditanstalt Für Wiederaufbau ( KFW ) lintas Klaten - Brambanan VV #fotosepur #krl #krlkfw #kfw #ptkci #klaten https://t.co/tO71Qc6Exl	false		
1319026819073478656	1603315474000	mattroiberger	de	Best Grrl	false		
1317496963483533312	1602950728000	Bxngtxn_SG	de	WEEEEEY NQFKKADKD NO ME JODAS ESTO NO PUEDE SER VERDAAAADQKFOLWCIKG https://t.co/7dniK3v232	false		
1325045792126758912	1604750509000	effzehflo	de	8-4 momentan, hab so krass Probleme gegen 0815 Spieler. Hoffentlich klappt Gold 1 noch 	false		
1322894823007944705	1604237678000	tickerliga3	de	77' #SVWWFCB (2:3) Wehen Wiesbaden bleibt weiter dran! Mockenhaupt wird rechts im Strafraum freigespielt und schließt im Fallen ab. Sein Schuss raucht knapp am Tor vorbei. Knapp 15 Minuten bleiben noch.	false		
1325130571605966850	1604770722000	keepfaithunite	de	@KamalaHarris @JoeBiden Sorry typo,  Flint Michigan	false		
1324441191585370113	1604606361000	TimTale52533890	de	RT @drachenmamax2: Am Montag hatte unser Vater einen Schlaganfall und wurde ins Krankenhaus eingeliefert. Seitdem hat ihn keiner unserer Fa	true	1324349425599324165
1324349425599324165	1604584482000	drachenmamax2	de	Am Montag hatte unser Vater einen Schlaganfall und wurde ins Krankenhaus eingeliefert. Seitdem hat ihn keiner unserer Familie mehr gesehen. #Besuchsverbot Kein Handhalten. Kein Trösten. Kein Mutmachen.  Kein Halt. Er ist uns fremden Personen zu 100 % ausgeliefert.	false		
1323969063949864962	1604493797000	alexandrio890	de	@godstrashbin Oki mach das ^-^	false		
1319690475440308224	1603473702000	gRoove484	de	@smoking_hobbit @Mingiam10 @benediktg5 @tschelle Das überzeugt ihn nicht. Egal was Du postest. ;-) Wenn Kinder Asthma bekommen, und Menschen sterben, ganz egal es wird der VW weiter gefeiert, und alles andere ist nicht gut genug, da kannst Du YouTube Videos posten, soviel Du willst.	false		
1321827573991616515	1603983226000	Vierhundertacht	de	@goldwiege @Martin_Debes @bodoramelow @MatthiasMeisner Wenn das logisch ist, wie du sagst, dann muss man den Schluss ziehen, dass Schulen keine sichere, sondern gefährliche Orte sind. Und wenn man bedenkt, dass die Leute nicht freiwillig, sondern aufgrund einer Pflicht dort sind, dann scheint mir das bedenklich. @BildungSicherTH	false		
1328709147567804416	1605623921000	GoR_Samael	de	Die Kommentare sind ein Rastplatz für Querdenker und femenazis. Erstaunlich	false		
1321273934256418816	1603851228000	Cuul_Jay	de	RT @Vintage_Utd: The Man Utd team that Id go with tomorrow night against RB Leipzig:   - David de Gea. - Aaron Wan-Bissaka. - Axel Tuanzeb	true	1321083066375352322
1321083066375352322	1603805722000	Vintage_Utd	de	The Man Utd team that Id go with tomorrow night against RB Leipzig:   - David de Gea. - Aaron Wan-Bissaka. - Axel Tuanzebe. - Victor Lindelöf. - Alex Telles. - Paul Pogba. - Nemanja Matić. - Fred. - Donny van de Beek. - Mason Greenwood. - Anthony Martial.   (4-3-1-2). Thoughts?	false		
1317081962264363008	1602851784000	Pietkingkong	de	dem würde heute sicher umgehend Antisemitismus vorgeworfen. #Levit  https://t.co/mY6MapHood	false		
1327705815516672000	1605384708000	PriscaKoller	de	Schaffhausen steht vor dem erneuten Lockdown: https://t.co/O4U4qFBC48	false		
1328658505545506816	1605611847000	knoggaswrld	de	@deezeay starkk! welchen	false		
1324748369856782336	1604679598000	unbequem	de	@guensmuens ich hät dafür so ca 2080 zeit	false		
1316813161912246273	1602787697000	Orkhan189233565	de	RT @Said__Rs: Diese Menschen befinden sich nicht im Kriegsgebiet. Sie sind Zivilisten und Kinder. Friedensliebende Welt, Stille! Der armeni	true	1316810603592376322
1316810603592376322	1602787087000	Said__Rs	de	Diese Menschen befinden sich nicht im Kriegsgebiet. Sie sind Zivilisten und Kinder. Friedensliebende Welt, Stille! Der armenische Terror muss gestoppt werden!  #GlaubtArmenienNicht #ArmeniaTötetZivilisten https://t.co/YTNWnwm0oK	false		
